iter	RMSE
293	0.4841412287
294	0.4815413861
295	0.4807306399
296	0.4783450988
297	0.4781020267
298	0.4773249966
299	0.4752060507
300	0.472765214
301	0.470587911
302	0.4684820935
303	0.4667372607
304	0.4659936892
305	0.4641318006
306	0.4613939711
307	0.4606932738
308	0.4591875583
309	0.4572956807
310	0.4562886497
311	0.4539752904
312	0.4532093718
313	0.4525682541
314	0.4511703535
315	0.4503365413
316	0.449580036
317	0.4489963466
318	0.4468880951
319	0.4455716052
320	0.4450149831
321	0.4426479139
322	0.4418590986
323	0.4395830773
324	0.4379717525
325	0.436391564
326	0.4357393863
327	0.4336456672
328	0.4316407935
329	0.4309130809
330	0.4285880104
331	0.4266849957
332	0.4248371183
333	0.4231849549
334	0.4215997969
335	0.4199367585
336	0.4183734913
337	0.4166439854
338	0.4148676711
339	0.4133762456
340	0.4118149586
341	0.4103786121
342	0.4084102524
343	0.406730639
344	0.4050503982
345	0.4044991174
346	0.4028808347
347	0.4014011001
348	0.399967049
349	0.3988365429
350	0.3976039082
351	0.3956859224
352	0.3941338806
353	0.3928621182
354	0.3920318087
355	0.3900563543
356	0.3880824992
357	0.3866392623
358	0.385330192
359	0.3841817588
360	0.3826680418
361	0.3810616232
362	0.3802674031
363	0.3788417708
364	0.3780209872
365	0.375855916
366	0.3743949754
367	0.3732746802
368	0.3720144529
369	0.3706269209
370	0.3688825374
371	0.3674915416
372	0.3661652527
373	0.364456261
374	0.3637404271
375	0.3622527098
376	0.3604995625
377	0.3598015829
378	0.3584588143
379	0.3572534849
380	0.3561520259
381	0.354498839
382	0.3527061824
383	0.3520518704
384	0.3514224326
385	0.349967007
386	0.3487197407
387	0.3479398233
388	0.3467655783
389	0.3455478716
390	0.3441100418
391	0.3435276305
392	0.3420054339
393	0.3405486185
394	0.3392676316
395	0.3379092808
396	0.3368419493
397	0.3358774307
398	0.3348496763
399	0.3339498749
400	0.3323711336
401	0.3314816937
402	0.3309647582
403	0.3299271095
404	0.3290200315
405	0.3277491866
406	0.3261934014
407	0.3250817495
408	0.3239606817
409	0.3228249012
410	0.3220972141
411	0.3214171094
412	0.3209080746
413	0.3199653282
414	0.3185498339
415	0.3176789347
416	0.316179462
417	0.3151552454
418	0.3138650258
419	0.3135425256
420	0.3129185249
421	0.3119255498
422	0.310374197
423	0.3100603468
424	0.3093879575
425	0.3084973968
426	0.3072074321
427	0.3059704999
428	0.3051615796
429	0.3043191184
430	0.3031317185
431	0.3020623199
432	0.3014664016
433	0.3004283995
434	0.3001357205
435	0.2990640352
436	0.2982181519
437	0.2974490541
438	0.2964659528
439	0.2949874972
440	0.2946995744
441	0.2935330959
442	0.2924575514
443	0.2921773338
444	0.2919047509
445	0.2910510327
446	0.2897195039
447	0.2889915362
448	0.288174326
449	0.2874925294
450	0.2865745208
451	0.2859259429
452	0.2853749479
453	0.2842511671
454	0.2835911737
455	0.282867067
456	0.2819848871
457	0.2817345589
458	0.2809608725
459	0.2798975654
460	0.2790113464
461	0.2782735827
462	0.2771170458
463	0.2764337883
464	0.2754457932
465	0.2748356333
466	0.2736652631
467	0.2724538675
468	0.2717508871
469	0.270597671
470	0.2701579065
471	0.2699782859
472	0.2697462667
473	0.2686271745
474	0.2680250101
475	0.2674412026
476	0.2669017268
477	0.2659778084
478	0.2652083517
479	0.2646153703
480	0.2639249081
481	0.2630538786
482	0.2620932469
483	0.261873573
484	0.2613078843
485	0.2604572081
486	0.2596714843
487	0.2592727197
488	0.2585962643
489	0.2577319184
490	0.2570114132
491	0.2560180196
492	0.2551957585
493	0.254578464
494	0.2538555728
495	0.2534641113
496	0.2529853737
497	0.2522362154
498	0.2514658675
499	0.2510900653
500	0.2502082874
501	0.2495658188
502	0.2490325204
503	0.248822957
504	0.2481170722
505	0.2476060435
506	0.2470111234
507	0.2465607301
508	0.2459845027
509	0.2455778529
510	0.2451419845
511	0.2443726971
512	0.2435766956
513	0.242834713
514	0.2417793761
515	0.2412542386
516	0.2406298582
517	0.2399604549
518	0.2392722282
519	0.2388663684
520	0.2383068608
521	0.2379816215
522	0.2373570882
523	0.2369511625
524	0.2363811485
525	0.2359692333
526	0.2352599275
527	0.2345451863
528	0.2340658623
529	0.2334771395
530	0.2330501688
531	0.2320575452
532	0.2317501014
533	0.2307955337
534	0.230251538
535	0.2295464837
536	0.2290911324
537	0.2286954365
538	0.2282692691
539	0.2275792478
540	0.2270575165
541	0.226501736
542	0.225998372
543	0.2253105082
544	0.2249839176
545	0.2245443967
546	0.224034244
547	0.2232566022
548	0.2223278208
549	0.2218378773
550	0.221593686
551	0.2214292301
552	0.2210954287
553	0.2204585576
554	0.2197047075
555	0.2195884517
556	0.2191052131
557	0.2188371931
558	0.218093411
559	0.2175911269
560	0.2169895343
561	0.2162853623
562	0.2161211285
563	0.2153596076
564	0.2149545284
565	0.2145515813
566	0.214451564
567	0.2138678553
568	0.2130512677
569	0.2125429652
570	0.2120786628
571	0.211536542
572	0.2111184021
573	0.2108733068
574	0.2103978844
575	0.2097475143
576	0.2093449697
577	0.2089125102
578	0.2081346745
579	0.2075462014
580	0.2068184233
581	0.2063750608
582	0.2062744567
583	0.2058114333
584	0.205402175
585	0.2047507616
586	0.2045599888
587	0.2040078112
588	0.2035474277
589	0.2034580694
590	0.2033617718
591	0.2028584787
592	0.202407121
593	0.2020994436
594	0.2015534833
595	0.2010602467
596	0.2005798997
597	0.2000125008
598	0.1994762723
599	0.198924188
600	0.1984872369
601	0.1980928289
602	0.1980014627
603	0.1976488392
604	0.19739374
605	0.1968573346
606	0.196505927
607	0.1959995248
608	0.195376584
609	0.1949577688
610	0.1947263209
611	0.1943456326
612	0.1941026132
613	0.1936378308
614	0.1932955408
615	0.192988827
616	0.1925948282
617	0.1924777743
618	0.1919714022
619	0.1914956869
620	0.1910036555
621	0.1906218153
622	0.1902649837
623	0.1895327891
624	0.1891945979
625	0.1889006789
626	0.188576894
627	0.1884632564
628	0.1881898299
629	0.187826851
630	0.1874999114
631	0.187231219
632	0.1868354548
633	0.186275242
634	0.1857826406
635	0.1854140823
636	0.1851112903
637	0.1848276941
638	0.1845418617
639	0.1842761956
640	0.1838130918
641	0.1833475125
642	0.1829249858
643	0.1828221113
644	0.1826329875
645	0.1820400032
646	0.1816861786
647	0.1811862862
648	0.1809980386
649	0.1806913179
650	0.1803201825
651	0.1798284542
652	0.1794356008
653	0.1789717258
654	0.1785325736
655	0.1781315912
656	0.1775576002
657	0.1771872176
658	0.1767711114
659	0.1763854743
660	0.1761312554
661	0.1756894487
662	0.175435563
663	0.1750068981
664	0.1745405086
665	0.1741280079
666	0.1737574327
667	0.1735664165
668	0.173132969
669	0.1725478377
670	0.1723765893
671	0.1721202395
672	0.1718558309
673	0.1716204972
674	0.1713424081
675	0.170825964
676	0.170318709
677	0.1700692107
678	0.1694508038
679	0.1691945531
680	0.168931905
681	0.1685875828
682	0.168168904
683	0.1679369621
684	0.1675037382
685	0.1673208157
686	0.1670422336
687	0.1667568017
688	0.1665347562
689	0.1662384724
690	0.1658526136
691	0.1656014668
692	0.1653112949
693	0.1652276447
694	0.1648087371
695	0.1644088423
696	0.1641463815
697	0.1639027446
698	0.163667801
699	0.1631291857
700	0.1629729841
701	0.1625472108
702	0.1623936669
703	0.1621135719
704	0.1619243571
705	0.1615991705
706	0.1610133442
707	0.160667347
708	0.1605308249
709	0.1602776076
710	0.1599134174
711	0.1596229699
712	0.1594934791
713	0.1591317169
714	0.1587564171
715	0.1585150131
716	0.1581768509
717	0.157706189
718	0.1574395367
719	0.1571502507
720	0.1568139146
721	0.1565104599
722	0.1564603796
723	0.1561265368
724	0.1558933719
725	0.1554384884
726	0.1551181706
727	0.1548447497
728	0.1544786533
729	0.1542291074
730	0.1539705942
731	0.1537511189
732	0.1535173894
733	0.1533552711
734	0.1530372901
735	0.1526906636
736	0.1524442663
737	0.1521496249
738	0.1520329273
739	0.1516810564
740	0.1513336678
741	0.15111246
742	0.1508615486
743	0.1507378659
744	0.1505966886
745	0.1502879197
746	0.1497548223
747	0.1496359901
748	0.1492950993
749	0.1488380714
750	0.1486102266
751	0.1484931947
752	0.1481486955
753	0.148036816
754	0.1478202163
755	0.1476791396
756	0.1474682977
757	0.1472431397
758	0.1471392829
759	0.1466650819
760	0.1464389046
761	0.145992766
762	0.1456990544
763	0.1453082592
764	0.1451053236
765	0.1449576325
766	0.1447352482
767	0.1446166248
768	0.1442806501
769	0.1440552131
770	0.1438584884
771	0.1435938687
772	0.1435510439
773	0.1434354947
774	0.1432069729
775	0.1429754923
776	0.1427491036
777	0.1424418036
778	0.1421210588
779	0.1419117571
780	0.1416248606
781	0.1413243881
782	0.1409828523
783	0.1406524119
784	0.1403054453
785	0.1400589828
786	0.1397743268
787	0.1395403943
788	0.1392291284
789	0.1389060824
790	0.1386531135
791	0.1384540413
792	0.1382066277
793	0.1379022465
794	0.1376056333
795	0.1373352638
796	0.1371630703
797	0.1370336515
798	0.1367961844
799	0.1365100369
800	0.1362561377
801	0.1359780388
802	0.1358725568
803	0.1356569532
804	0.1354435346
805	0.1352676153
806	0.1350123077
807	0.1346289827
808	0.1343830851
809	0.134214659
810	0.1338678236
811	0.1336403037
812	0.1334012049
813	0.1332256456
814	0.1329786277
815	0.1326583302
816	0.1323602919
817	0.1320734169
818	0.1319746166
819	0.1317766248
820	0.1316073637
821	0.1315536219
822	0.1314105443
823	0.1313859321
824	0.1311908538
825	0.1309122115
826	0.1307514404
827	0.1306096396
828	0.1304451267
829	0.1301951534
830	0.1300330416
831	0.1299383619
832	0.1296919993
833	0.1294701419
834	0.1292431924
835	0.1289281717
836	0.1286529115
837	0.1284337732
838	0.1282730642
839	0.1280281574
840	0.1278114972
841	0.1275794372
842	0.1273732413
843	0.127167093
844	0.1268829444
845	0.1267240359
846	0.126534559
847	0.1262278176
848	0.1261806258
849	0.1259353806
850	0.1258893824
851	0.1256571009
852	0.1253594711
853	0.1251368783
854	0.1250912447
855	0.1249604161
856	0.1247693831
857	0.124470144
858	0.1242482082
859	0.1240670972
860	0.1237915703
861	0.1236342726
862	0.1234826966
863	0.1232743626
864	0.1230777905
865	0.1228684746
866	0.1227583599
867	0.1225898626
868	0.1223434733
869	0.1223010994
870	0.1221330088
871	0.1218919374
872	0.1215916847
873	0.1213883352
874	0.1211293575
875	0.120884856
876	0.1207158463
877	0.1204318851
878	0.1202485227
879	0.1200489648
880	0.1198241121
881	0.1196940942
882	0.119471648
883	0.1192371542
884	0.119218477
885	0.1190400771
886	0.1188403698
887	0.118640132
888	0.1184304522
889	0.1182051768
890	0.1180629628
891	0.1178997329
892	0.1176542572
893	0.1174699965
894	0.1172860172
895	0.117150366
896	0.1171282837
897	0.1170290531
898	0.1168204335
899	0.1167089115
900	0.1164819217
901	0.1163932768
902	0.1161730103
903	0.1160493995
904	0.1159224648
905	0.1158060419
906	0.1155387565
907	0.1152280562
908	0.1150923318
909	0.1148751136
910	0.1148382037
911	0.1146641065
912	0.1144891555
913	0.1142912004
914	0.1142091763
915	0.1140943092
916	0.1139198708
917	0.1137053206
918	0.1135635302
919	0.1133534555
920	0.1131665058
921	0.1130489851
922	0.1128585569
923	0.1126781681
924	0.1125371338
925	0.1124791149
926	0.1123398228
927	0.1121386075
928	0.1120731267
929	0.1118182662
930	0.1116414477
931	0.1114389619
932	0.1111843611
933	0.1110282888
934	0.1108276263
935	0.1106309198
936	0.1105298971
937	0.1103411155
938	0.1103249158
939	0.1100908125
940	0.1099558383
941	0.1097753629
942	0.1096086385
943	0.1094095164
944	0.1092597917
945	0.1091567285
946	0.1088717834
947	0.1088432018
948	0.1086646965
949	0.1085012654
950	0.1083620381
951	0.1082331909
952	0.1080340479
953	0.1079468482
954	0.1078403445
955	0.1077020827
956	0.1074546135
957	0.1073994323
958	0.1072189937
959	0.1071546428
960	0.1070094702
961	0.106895068
962	0.1067167253
963	0.1066605201
964	0.1065939616
965	0.1064703785
966	0.1063569458
967	0.1062091889
968	0.1060089329
969	0.1057799853
970	0.1056905999
971	0.1055673936
972	0.1053968553
973	0.1052733924
974	0.1051266327
975	0.1049067195
976	0.104720289
977	0.1046066475
978	0.1045266136
979	0.1044560213
980	0.1042725692
981	0.1041875288
982	0.1041625591
983	0.1039115246
984	0.1038820528
985	0.1037703731
986	0.1036172003
987	0.1034687488
988	0.1033072379
989	0.1031519262
990	0.1030560225
991	0.1029254699
992	0.1027087945
993	0.1026019763
994	0.1024527542
995	0.1023587914
996	0.1022609441
997	0.1021107846
998	0.1019285637
999	0.1018471966
